file_a,file_b,choice,source_a,source_b,original_file_a,original_file_b
audio/2290.wav,audio/0214.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5178.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bc/bc5bdb9c-b61c-4d4d-aab3-137cfc571bbf.mp3
audio/1410.wav,audio/2417.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/692d8dffcbfb6.wav,./dataset/coco_nut/wav/6/6636.wav
audio/0814.wav,audio/2147.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ef/ef62d005-4a7b-46e4-aa06-f0e2b26f81a0.mp3,./dataset/coco_nut/wav/3/3401.wav
audio/0660.wav,audio/1789.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/83/8337c58c-d84d-46a9-87be-979ed4cfb81e.mp3,./dataset/reazonspeech_wav_out/001/dc7c18946d233.wav
audio/1383.wav,audio/2182.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/001/5e25bce9182ad.wav,./dataset/coco_nut/wav/3/3957.wav
audio/0218.wav,audio/1560.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/40/408a1080-d361-4ac6-be2f-b08881f1cae6.mp3,./dataset/reazonspeech_wav_out/003/9ae75f10108f5.wav
audio/1996.wav,audio/0281.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1230.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/10c32bff-21ab-4b4b-98aa-c88c396b83fc.mp3
audio/0748.wav,audio/1227.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8def65dc-7330-4e8a-a08d-106a5ff19cd0.mp3,./dataset/reazonspeech_wav_out/000/2c41eef2f65f5.wav
audio/1595.wav,audio/0975.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/a4e7a78e23f91.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/25/25ec891c-8965-46de-8a54-1850db9bcdc3.mp3
audio/2196.wav,audio/1153.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/4/4026.wav,./dataset/reazonspeech_wav_out/002/1912a78ceff58.wav
audio/0910.wav,audio/1147.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3c/3ce30601-bd77-4bba-81a2-93a08c11ca33.mp3,./dataset/reazonspeech_wav_out/003/168f115178fad.wav
audio/2125.wav,audio/0328.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/2/2881.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/69/699a750f-b470-440f-ba25-e3325d522aa6.mp3
audio/0880.wav,audio/1652.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/42/42ce9706-13b7-4ec2-8962-093152e2aed0.mp3,./dataset/reazonspeech_wav_out/003/b4f120ce57dec.wav
audio/1812.wav,audio/0714.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/e300571342a81.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0f7e19bf-f853-44c2-9183-c04a0b81cfc6.mp3
audio/1388.wav,audio/0623.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/5f5db011163eb.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/92e54935-8ffc-4243-b12d-b59cb0e06b9a.mp3
audio/1279.wav,audio/0931.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/3d7a991b41744.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b1/b1157aa4-e417-4ddf-8f5a-0e09c1916cf9.mp3
audio/2455.wav,audio/0064.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/6/6882.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5b/5b2859fa-d5b0-4e55-ad97-dfe5e374ac7d.mp3
audio/0011.wav,audio/1643.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3c/3c0040d2-b5b5-47fa-94e8-e34e80bf1776.mp3,./dataset/reazonspeech_wav_out/000/b262009036d5b.wav
audio/1292.wav,audio/0179.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/40042a426ae6a.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ce/cea4ea48-3af5-4616-8dfb-f7b9303745aa.mp3
audio/1066.wav,audio/2061.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/002/00895ad4d9bb9.wav,./dataset/coco_nut/wav/1/1995.wav
audio/2381.wav,audio/0769.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/6/6184.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5d/5d5119da-fcb5-478e-a106-ebe3b6b2e55f.mp3
audio/0825.wav,audio/1107.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/51/510a665c-4281-46e7-8bd3-e6094757fdfb.mp3,./dataset/reazonspeech_wav_out/003/0cb2263610596.wav
audio/1379.wav,audio/0462.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/5c6942d484b97.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/921a0b0e-0b6a-4dae-bb7b-1826efdfa8b0.mp3
audio/1550.wav,audio/0982.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/96dcea7847a7d.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ce/ce722b58-65e1-452e-bf1c-67c7fe2587f8.mp3
audio/0527.wav,audio/2474.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/69/696088c2-5161-47cb-bc30-609425fb2f0e.mp3,./dataset/coco_nut/wav/7/7293.wav
audio/1679.wav,audio/2229.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/bd0c32e6e3dd1.wav,./dataset/coco_nut/wav/4/4410.wav
audio/0280.wav,audio/1189.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0d9939b8-4c10-4123-a977-b5878b006464.mp3,./dataset/reazonspeech_wav_out/000/235e235ff1b0c.wav
audio/1946.wav,audio/1169.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/0/0660.wav,./dataset/reazonspeech_wav_out/001/1d13f1558341d.wav
audio/1303.wav,audio/0440.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/440d37cddd841.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/92104e70-0fae-45b5-83db-4226cbac9c26.mp3
audio/1868.wav,audio/0585.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/f56bd3843aa6e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fe/fea70cad-56b4-45d0-9fa8-ede827dce15d.mp3
audio/0451.wav,audio/2444.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3e/3e12bfa7-533d-4ded-96af-fd0941145b2e.mp3,./dataset/coco_nut/wav/6/6837.wav
audio/2398.wav,audio/0364.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/6/6494.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6a/6a8b8908-2d72-490f-b53a-12c34812b5cf.mp3
audio/0954.wav,audio/1318.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e5/e58f1029-0c3c-42f6-bfb8-ac4e2c5d5305.mp3,./dataset/reazonspeech_wav_out/002/4996915491b89.wav
audio/2111.wav,audio/0023.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/2/2754.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f5/f5d65a89-1d22-4268-8d44-bf9eb1f69c97.mp3
audio/2268.wav,audio/0706.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4862.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8db89911-f4dc-4865-b3da-8cc68916037f.mp3
audio/0275.wav,audio/1991.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14c87311-46c7-450d-8daa-fcd49260d932.mp3,./dataset/coco_nut/wav/1/1193.wav
audio/1869.wav,audio/1983.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/f5ea8fe1bf13b.wav,./dataset/coco_nut/wav/1/1141.wav
audio/0843.wav,audio/2285.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9f/9f050dc8-6bc8-430c-bfd8-a0775d5e26ca.mp3,./dataset/coco_nut/wav/5/5120.wav
audio/2044.wav,audio/1455.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/1/1762.wav,./dataset/reazonspeech_wav_out/002/78b9159c2f7a7.wav
audio/0330.wav,audio/2475.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ab/aba95ad7-a3ae-4a2f-8fff-221c16f359c0.mp3,./dataset/coco_nut/wav/7/7319.wav
audio/1460.wav,audio/2266.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/001/7a883f40ba319.wav,./dataset/coco_nut/wav/4/4844.wav
audio/0973.wav,audio/1320.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e76754a-bc0e-4cf4-83b9-f75e042ed032.mp3,./dataset/reazonspeech_wav_out/003/4a027f4883908.wav
audio/0449.wav,audio/2069.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/de/de653337-fc52-4a90-aae7-1f6c86553ffa.mp3,./dataset/coco_nut/wav/2/2137.wav
audio/1778.wav,audio/0773.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/d8e345eb37573.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9e80d386-c724-4194-ab3c-bf8f548d1784.mp3
audio/1181.wav,audio/0154.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/21edf31f6547d.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/983f568f-0cd4-450c-8a8d-a417f128f5d4.mp3
audio/2189.wav,audio/1049.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3984.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/38/38db38bd-3f59-4c25-bf9d-f37ae6eb7128.mp3
audio/1807.wav,audio/0086.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/e11f68d6e5139.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a4/a46fac2d-4b53-414b-8012-85901a24ad3c.mp3
audio/0654.wav,audio/2001.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ab/ab543e79-8734-47ba-8cac-49696f0e2ccd.mp3,./dataset/coco_nut/wav/1/1259.wav
audio/1333.wav,audio/2415.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/4c3711afece95.wav,./dataset/coco_nut/wav/6/6621.wav
audio/1014.wav,audio/2192.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0cd8ab5f-43d4-4bfe-8c94-c024a594355b.mp3,./dataset/coco_nut/wav/3/3997.wav
audio/1384.wav,audio/0429.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/5e33162c802f1.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7c/7cc6980b-e77d-44aa-9e5e-da34a6e02518.mp3
audio/2031.wav,audio/0513.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1668.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a606db02-f840-4034-9bd9-1ef79ac4152c.mp3
audio/1184.wav,audio/2009.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/002/224326a2f58d1.wav,./dataset/coco_nut/wav/1/1437.wav
audio/2324.wav,audio/1159.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/5/5504.wav,./dataset/reazonspeech_wav_out/003/1be9af05ec201.wav
audio/1031.wav,audio/2227.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d8/d8c05a98-7be5-4ac0-81e7-306c5ce19414.mp3,./dataset/coco_nut/wav/4/4391.wav
audio/0731.wav,audio/1260.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e6/e62be60f-900b-42b5-af1a-469771745ec4.mp3,./dataset/reazonspeech_wav_out/001/3597ee3496545.wav
audio/0973.wav,audio/1068.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e76754a-bc0e-4cf4-83b9-f75e042ed032.mp3,./dataset/reazonspeech_wav_out/000/009905752113b.wav
audio/1511.wav,audio/2101.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/8828fb95db7e8.wav,./dataset/coco_nut/wav/2/2539.wav
audio/0626.wav,audio/1803.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/30/30e26c13-de66-4fe4-8ca9-10aa4a3a2e9a.mp3,./dataset/reazonspeech_wav_out/000/e044af5f801c3.wav
audio/0294.wav,audio/1784.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c3/c3c8ecf7-8935-4257-8411-870b69171b77.mp3,./dataset/reazonspeech_wav_out/001/d99a900d07578.wav
audio/1933.wav,audio/1153.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/0/0502.wav,./dataset/reazonspeech_wav_out/002/1912a78ceff58.wav
audio/1138.wav,audio/0594.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/150ebe6e1f6ff.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9ce7070c-2422-4702-9a8d-c7fb5e5163e7.mp3
audio/2344.wav,audio/0408.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5771.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bb/bb0bb834-7e83-40fe-8daf-5a1c5f6e7eae.mp3
audio/0628.wav,audio/1130.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/db/db0bfec1-daf2-4653-83a0-069180ad6530.mp3,./dataset/reazonspeech_wav_out/003/12089592576f5.wav
audio/1204.wav,audio/0418.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/27cc343be7db3.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/01/01803cbf-016d-43c2-a924-2e8c34e04b84.mp3
audio/2126.wav,audio/1138.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/2/2884.wav,./dataset/reazonspeech_wav_out/002/150ebe6e1f6ff.wav
audio/0133.wav,audio/1372.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ed/ed5d36ba-9158-470c-a4e2-77df412777b4.mp3,./dataset/reazonspeech_wav_out/002/5a315a1c48dae.wav
audio/2211.wav,audio/0332.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4087.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ef/eff7f073-042a-4728-92c6-14455df31b87.mp3
audio/2013.wav,audio/0794.wav,-1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1499.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0c93da63-014d-4694-9333-73647ba490ab.mp3
audio/0854.wav,audio/1420.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9ce27468-cef2-440a-9489-62fbed7cbbb1.mp3,./dataset/reazonspeech_wav_out/000/6d2675169e54a.wav
audio/0706.wav,audio/2329.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8db89911-f4dc-4865-b3da-8cc68916037f.mp3,./dataset/coco_nut/wav/5/5578.wav
audio/2164.wav,audio/0785.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3592.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d5/d54ec0b8-509e-44dd-b121-e633da8ec6af.mp3
audio/2162.wav,audio/1411.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/3/3583.wav,./dataset/reazonspeech_wav_out/001/69c4d06c1fb5d.wav
audio/0574.wav,audio/1377.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/52/525f0d4b-514e-448c-a35b-6a76af9e6849.mp3,./dataset/reazonspeech_wav_out/000/5c02f3c3448d6.wav
audio/0505.wav,audio/1667.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1b1f540-c831-405e-8e0e-d2229e758a3a.mp3,./dataset/reazonspeech_wav_out/003/b91adc1dfe55c.wav
audio/1387.wav,audio/0505.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/5f51ee8d8e044.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1b1f540-c831-405e-8e0e-d2229e758a3a.mp3
audio/1221.wav,audio/0423.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/2b7b0b3d9dd40.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32255473-2d8e-412b-819b-7300e9cc7f09.mp3
audio/0253.wav,audio/2418.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ca/ca05c48d-78ad-4e4a-b423-992d09b813ec.mp3,./dataset/coco_nut/wav/6/6640.wav
audio/1959.wav,audio/1686.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/0/0871.wav,./dataset/reazonspeech_wav_out/002/c07e61553c466.wav
audio/0926.wav,audio/1698.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a3/a3f687c3-817c-49d6-a7f0-634cdcb304fa.mp3,./dataset/reazonspeech_wav_out/002/c5e0a032fd321.wav
audio/2272.wav,audio/1734.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/4/4906.wav,./dataset/reazonspeech_wav_out/000/ce6782f959ef5.wav
audio/1564.wav,audio/2351.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/001/9ba2c8d6b84ae.wav,./dataset/coco_nut/wav/5/5855.wav
audio/1779.wav,audio/0795.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/d940451c62314.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bc/bce25fa1-7a5b-4325-a0e9-07242c599e65.mp3
audio/0393.wav,audio/2169.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/05/0550593a-c0c1-432f-a433-42384def269e.mp3,./dataset/coco_nut/wav/3/3702.wav
audio/1977.wav,audio/0319.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1028.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/35/35bdc84e-1e1e-4fea-9acc-75bbd8e9e56f.mp3
audio/2147.wav,audio/0999.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3401.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d4b1c652-ae47-4080-8aa0-df0c30707bdf.mp3
audio/1320.wav,audio/0268.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/4a027f4883908.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b3/b380f95c-62f9-4aa9-9f70-cdac882d3041.mp3
audio/2285.wav,audio/0167.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5120.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/1831e6ea-e681-43a0-bc78-ca63896f010e.mp3
audio/0390.wav,audio/2491.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e2/e22fbc8a-6692-4705-9136-a66354a84ecb.mp3,./dataset/coco_nut/wav/7/7582.wav
audio/2250.wav,audio/0686.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4661.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a51c81be-f8c2-4b54-beb1-5eb4ed9bcc98.mp3
audio/0501.wav,audio/1175.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96e2f8a4-59f1-4472-a5cf-263e2ef05e63.mp3,./dataset/reazonspeech_wav_out/002/1fe2062eb64fb.wav
audio/0876.wav,audio/2062.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/33/33d8895c-68a1-45cf-907a-4f7b4ba2708b.mp3,./dataset/coco_nut/wav/2/2002.wav
audio/2070.wav,audio/0450.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/2/2153.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ed/ed488412-5f78-4094-8ed4-607fe7d2c33a.mp3
audio/0536.wav,audio/1914.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32519253-d550-43d4-99ad-433cee2376aa.mp3,./dataset/coco_nut/wav/0/0326.wav
audio/0356.wav,audio/2114.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5e/5e104ef0-0799-49f2-ac9e-f4a97915a588.mp3,./dataset/coco_nut/wav/2/2760.wav
audio/1042.wav,audio/2481.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ad/ad0d3ee9-6bd9-4279-94d6-06f77bafbc2d.mp3,./dataset/coco_nut/wav/7/7444.wav
audio/0355.wav,audio/2197.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ba/ba3f7ab7-1fb6-4f0b-8e3a-63db85b7b3b6.mp3,./dataset/coco_nut/wav/4/4027.wav
audio/0600.wav,audio/1660.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5d/5d32b3a3-2178-4c2a-8bb9-c61ccbab8c44.mp3,./dataset/reazonspeech_wav_out/000/b763e9b908b36.wav
audio/0275.wav,audio/1364.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14c87311-46c7-450d-8daa-fcd49260d932.mp3,./dataset/reazonspeech_wav_out/003/58f55ce61a829.wav
audio/0438.wav,audio/2450.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0ae39904-65fa-4a08-b3be-6d43d50142e1.mp3,./dataset/coco_nut/wav/6/6859.wav
audio/1003.wav,audio/1475.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b5/b5772ad9-3e1f-48c3-bc03-9865d50b805f.mp3,./dataset/reazonspeech_wav_out/001/7eae08574e2b0.wav
audio/0888.wav,audio/1234.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/39/3960a4ec-1784-4ad0-a252-ac1e12c0a27a.mp3,./dataset/reazonspeech_wav_out/000/2e13b0911f5a2.wav
audio/1804.wav,audio/0284.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/e0c623406e182.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/87/87010876-6716-4bfc-bb39-aeb4a3a08e43.mp3
audio/0151.wav,audio/1903.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/20/20d2eae1-cddf-41a8-90b2-90bbde52e639.mp3,./dataset/coco_nut/wav/0/0122.wav
audio/0088.wav,audio/2373.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a8/a89c8c82-886e-4144-8ec4-253f56f05d42.mp3,./dataset/coco_nut/wav/6/6118.wav
audio/2453.wav,audio/1732.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/6/6872.wav,./dataset/reazonspeech_wav_out/003/cdcf829a0f997.wav
audio/1776.wav,audio/0585.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/d8473874facbd.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fe/fea70cad-56b4-45d0-9fa8-ede827dce15d.mp3
audio/1831.wav,audio/0317.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/e87f6d8135d9e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1d/1deac781-af60-45d7-931a-2b7790946607.mp3
audio/1568.wav,audio/0941.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/9c71cf39afa4f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1c/1c952e52-4d80-4b0f-8647-14f938231203.mp3
audio/1805.wav,audio/0145.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/e0de2f954566b.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bd/bdac3181-da48-4a64-9999-093d5e36b0e8.mp3
audio/1547.wav,audio/2317.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/943843bde9395.wav,./dataset/coco_nut/wav/5/5421.wav
audio/0679.wav,audio/1286.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7f/7f8b03f6-80fd-4262-8da3-f25da8ffbb61.mp3,./dataset/reazonspeech_wav_out/000/3e3f83f8e61ff.wav
audio/2483.wav,audio/0758.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/7/7466.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fb/fbfff1b1-d0c1-453d-a458-73b97d6bd12c.mp3
audio/1629.wav,audio/0060.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/acd36b58e5ce8.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/86/8681bca4-25e9-4bee-8c52-7dd5620a6fd0.mp3
audio/0989.wav,audio/2212.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5c/5cf60460-df02-4260-8869-77bbc266e093.mp3,./dataset/coco_nut/wav/4/4108.wav
audio/2075.wav,audio/1440.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/2/2300.wav,./dataset/reazonspeech_wav_out/003/756fb6cec90f9.wav
