file_a,file_b,choice,source_a,source_b,original_file_a,original_file_b,speaker_cos,text_cos
audio/01682.wav,audio/00487.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/cf01c663c02b3.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7e/7e2aa7b5-457d-4f69-ace6-cde38d8ad369.mp3,,
audio/00884.wav,audio/01115.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/dc/dc89ee3f-79c5-4529-95b7-4633796a0a98.mp3,./dataset/reazonspeech_wav_out/000/54a0491c06dd6.wav,0.5623176097869873,0.7083389759063721
audio/01375.wav,audio/00128.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/76d864182d4ba.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1d/1df26553-e079-4209-8a69-9156c69f891e.mp3,,
audio/01184.wav,audio/00817.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/96dcea7847a7d.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ce/ce722b58-65e1-452e-bf1c-67c7fe2587f8.mp3,,
audio/01098.wav,audio/00626.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/47123e0fd95d1.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9f/9fa96c8d-3f16-4719-ba93-7fd08967e345.mp3,,
audio/01528.wav,audio/00899.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/1613333d97654.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/df/dfd3772c-0925-4847-9a43-abacfc5a9d7d.mp3,,
audio/01843.wav,audio/00647.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/699a96f4b9c06.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a572219c-975e-4ebf-b893-5e98d62d9592.mp3,0.6331173181533813,0.6914503574371338
audio/00553.wav,audio/01868.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e76754a-bc0e-4cf4-83b9-f75e042ed032.mp3,./dataset/reazonspeech_wav_out/003/851d3bb0f466b.wav,,
audio/01486.wav,audio/00974.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/dfac0a9871754.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f1/f197e361-fe7d-4336-9808-fa67691993f2.mp3,,
audio/01267.wav,audio/00987.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/f970a9357d06f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f4/f46f7e5c-b9e7-4649-91a0-74f596ba13ce.mp3,,
audio/01428.wav,audio/00851.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/a7489c1f710db.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d4b2d556-4ac7-463b-8981-be015bdfcee5.mp3,,
audio/00495.wav,audio/01897.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7f/7ff4a80e-d465-4eb3-923a-047645d95764.mp3,./dataset/reazonspeech_wav_out/003/aba79b7d024f9.wav,,
audio/00563.wav,audio/01877.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8fb47e3c-b706-488a-aecd-37e85f192b9c.mp3,./dataset/reazonspeech_wav_out/003/8b263b9539c46.wav,,
audio/01548.wav,audio/00636.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/2a5d3f85fe1ba.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a2/a2df5d94-ca9e-4a96-894c-b6cdf8a208cb.mp3,,
audio/01944.wav,audio/00789.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/e11f68d6e5139.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c6/c6e3198d-7e7a-48f9-a9f4-d560544cc808.mp3,,
audio/01545.wav,audio/00441.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/27b69f29dc64d.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/70/70892cef-a979-4ca4-9719-a1dda44c393f.mp3,,
audio/00054.wav,audio/01428.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0d247132-6e72-41b8-8742-31d6b62661c4.mp3,./dataset/reazonspeech_wav_out/001/a7489c1f710db.wav,,
audio/01791.wav,audio/00222.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/2b318eba34145.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/38/388331eb-c45a-4fe9-be2f-0d310379f59f.mp3,,
audio/00624.wav,audio/01442.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9edd17aa-2473-4a62-84c2-bdf522f9b349.mp3,./dataset/reazonspeech_wav_out/001/af2fb47aca8be.wav,0.6707898378372192,0.7571415901184082
audio/00673.wav,audio/01133.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/aa/aaec8426-159f-429a-9dce-fbdffb424eea.mp3,./dataset/reazonspeech_wav_out/000/63fc9a0c0db41.wav,0.5500345230102539,0.6629207134246826
audio/00743.wav,audio/01652.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bd/bd59f98e-e99b-4d8b-b2fc-972852e820b6.mp3,./dataset/reazonspeech_wav_out/002/ae161925d7cab.wav,,
audio/00674.wav,audio/01496.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ab/ab543e79-8734-47ba-8cac-49696f0e2ccd.mp3,./dataset/reazonspeech_wav_out/001/f16b128a7eabb.wav,,
audio/00553.wav,audio/01088.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e76754a-bc0e-4cf4-83b9-f75e042ed032.mp3,./dataset/reazonspeech_wav_out/000/37db7daf2564a.wav,,
audio/00069.wav,audio/01737.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/1006b27a-5769-4965-8ee1-c64334b7a362.mp3,./dataset/reazonspeech_wav_out/002/f9ae935c3a8e5.wav,0.6738354563713074,0.6844030618667603
audio/01350.wav,audio/00497.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/540dd55b15639.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/80/8041780b-c3bb-442b-9fd5-8ba67badaedd.mp3,,
audio/00717.wav,audio/01855.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b7/b727672e-0df5-4b4d-bfe5-8fc4c1a3806a.mp3,./dataset/reazonspeech_wav_out/003/7686a42e3dd25.wav,,
audio/01090.wav,audio/00228.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/3c2373eea4ae3.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/39/39827d0a-178e-4e7e-9594-440fffeaa53e.mp3,,
audio/00903.wav,audio/01466.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e0/e058bffd-355c-4f53-9cb8-7a321ce69aab.mp3,./dataset/reazonspeech_wav_out/001/cc09f8e30f35d.wav,,
audio/01474.wav,audio/00240.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/d7aa9db0fdbc8.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3c/3c7af187-ddd8-4fbe-8085-5b757206e71d.mp3,,
audio/01743.wav,audio/00876.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/01270caeb3e8f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d9/d9994459-736f-4fe1-84d4-833bd6f1be13.mp3,,
audio/00546.wav,audio/01380.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8c/8c58f9ad-a95e-4a23-a703-9cdda01add67.mp3,./dataset/reazonspeech_wav_out/001/7a883f40ba319.wav,,
audio/01420.wav,audio/00150.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/a224c8f69fef8.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/23/2304fcc1-32a6-410e-a0dc-09ccefaf3f7d.mp3,,
audio/01138.wav,audio/00162.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/6cd7baa4afa76.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/26/26c8db7c-fb9f-4ff0-b79c-27c83676301c.mp3,,
audio/00410.wav,audio/01555.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/68/68482b94-c330-4249-83fa-067423749c0f.mp3,./dataset/reazonspeech_wav_out/002/315692604f90f.wav,,
audio/00972.wav,audio/01368.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f1/f1092993-024e-4a78-890a-0d404386ee28.mp3,./dataset/reazonspeech_wav_out/001/6c0c0a1d6e5fe.wav,,
audio/00549.wav,audio/01450.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8ddfe523-dbe0-4828-99d1-ed16baa328f6.mp3,./dataset/reazonspeech_wav_out/001/baebb2c984376.wav,,
audio/01594.wav,audio/00158.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/5a315a1c48dae.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/25/25ec891c-8965-46de-8a54-1850db9bcdc3.mp3,,
audio/01623.wav,audio/01011.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/83ab8cef04e96.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fb/fb7b5a69-062b-4706-bf76-b0be3d7429ca.mp3,0.6491349339485168,0.7028831243515015
audio/01240.wav,audio/00294.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/d863db02b025a.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/49/493176f7-f0a1-4c95-b9b4-e9da439d9ee8.mp3,0.5735938549041748,0.7159084677696228
audio/00483.wav,audio/01335.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7d/7d23a7c1-7bb7-42ea-86fc-d32e59aa8165.mp3,./dataset/reazonspeech_wav_out/001/3fe6684eaed1b.wav,0.6037945747375488,0.6502906084060669
audio/00465.wav,audio/01836.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/78/789afbaf-d458-452d-89ac-a995128d222d.mp3,./dataset/reazonspeech_wav_out/003/5eada81b82872.wav,,
audio/01612.wav,audio/00154.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/786b8f7f15fbe.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/25/25114325-48d8-49ef-9913-3e9bc670b64b.mp3,,
audio/01529.wav,audio/00647.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/166a8b83802c0.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a572219c-975e-4ebf-b893-5e98d62d9592.mp3,,
audio/01099.wav,audio/00378.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/4749445df1d3e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/60/602e06ec-006a-4227-a849-c75f787ff4f0.mp3,,
audio/00722.wav,audio/01103.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b8/b81dcba1-2129-477a-a0b5-4408c7f4fbc8.mp3,./dataset/reazonspeech_wav_out/000/49056a49df7fb.wav,,
audio/01847.wav,audio/00713.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/6d6b64e5631bf.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b6/b68e7052-3509-4aec-953c-dff03c3971cf.mp3,,
audio/01539.wav,audio/00225.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/2187a03136fe9.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/38/38db38bd-3f59-4c25-bf9d-f37ae6eb7128.mp3,,
audio/00764.wav,audio/01408.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c1/c18e3a7e-5677-4557-8a9d-a9ad5ea6c3c9.mp3,./dataset/reazonspeech_wav_out/001/985e7ff794f87.wav,,
audio/01507.wav,audio/00532.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/034b114b7fb53.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/88/889b18c4-6eec-410d-bd53-0aa845b522dd.mp3,,
audio/01734.wav,audio/00151.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/f68319d1273a2.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/23/23909fd4-b36a-4fe5-a2ca-717e40a4d004.mp3,,
audio/00768.wav,audio/01935.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c2/c2e21585-f24c-402f-b59e-4ee2ede7af05.mp3,./dataset/reazonspeech_wav_out/003/d636248cd6b0b.wav,,
audio/01652.wav,audio/00220.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/ae161925d7cab.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/37/37b34a7e-0ae8-40c6-9075-60f462e80e45.mp3,,
audio/00980.wav,audio/01356.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f2/f29d7a17-118e-494b-97f9-86c8e4edcfca.mp3,./dataset/reazonspeech_wav_out/001/5a66e75b18f51.wav,,
audio/00380.wav,audio/01330.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/60/607d67e5-28bd-4404-9152-1d60a8e87b7c.mp3,./dataset/reazonspeech_wav_out/001/3af1cdd45a450.wav,,
audio/00100.wav,audio/01063.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/17/1715bc97-2323-448c-bb07-e3d7e352e8b9.mp3,./dataset/reazonspeech_wav_out/000/1cbeb372e6f54.wav,,
audio/00246.wav,audio/01611.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3d/3d45c920-7d6f-4f06-a8f6-1f316276aa98.mp3,./dataset/reazonspeech_wav_out/002/7819fa1534e2e.wav,,
audio/00181.wav,audio/01368.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2d/2daa130c-7b04-44a8-9ab1-1d16436306c7.mp3,./dataset/reazonspeech_wav_out/001/6c0c0a1d6e5fe.wav,,
audio/00902.wav,audio/01648.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e0/e0398e88-6c08-4e6e-89bc-62f412b9715a.mp3,./dataset/reazonspeech_wav_out/002/aaab583e89db8.wav,,
audio/00666.wav,audio/01641.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a8/a89c8c82-886e-4144-8ec4-253f56f05d42.mp3,./dataset/reazonspeech_wav_out/002/9b27eff570134.wav,0.6797610521316528,0.6884474158287048
audio/01662.wav,audio/00940.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/b8be199ef8ab1.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ea/ea540098-9b03-4bcd-b05e-5054e47c749d.mp3,,
audio/00365.wav,audio/01842.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5d/5d039c7b-c903-4fe1-a5a2-85b494fe7ba0.mp3,./dataset/reazonspeech_wav_out/003/67fc967a01f38.wav,,
audio/00519.wav,audio/01806.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/85/85f8e094-0585-4e17-948f-3a5ae046e048.mp3,./dataset/reazonspeech_wav_out/003/3e294aeecfc99.wav,,
audio/01700.wav,audio/00294.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/d940451c62314.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/49/493176f7-f0a1-4c95-b9b4-e9da439d9ee8.mp3,,
audio/01533.wav,audio/00200.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/19f1a6e89d131.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32c0132d-ce82-4931-aa17-8af039f8fe34.mp3,,
audio/00588.wav,audio/01625.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/9653f9b7-9eb8-4e30-92e3-0db54f2500bb.mp3,./dataset/reazonspeech_wav_out/002/86e3162da4928.wav,0.6557680368423462,0.6716848611831665
audio/01286.wav,audio/00765.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/1152045c0067a.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c1/c1a78861-b383-484a-a46c-b127c820fb76.mp3,,
audio/00574.wav,audio/01330.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/92e54935-8ffc-4243-b12d-b59cb0e06b9a.mp3,./dataset/reazonspeech_wav_out/001/3af1cdd45a450.wav,,
audio/01559.wav,audio/00510.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/3592291fb682e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/83/8337c58c-d84d-46a9-87be-979ed4cfb81e.mp3,,
audio/00492.wav,audio/01620.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7f/7f8b03f6-80fd-4262-8da3-f25da8ffbb61.mp3,./dataset/reazonspeech_wav_out/002/7f03d3f869cf3.wav,,
audio/01833.wav,audio/00716.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/5936796c73ad7.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b6/b6d58bb8-ec17-4d18-8d28-a5977a91bc25.mp3,0.5858234763145447,0.6546464562416077
audio/01103.wav,audio/00652.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/49056a49df7fb.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a617169e-9d98-4c39-80e9-af7410d5f885.mp3,,
audio/01827.wav,audio/00567.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/5130ad8a2065f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/90f798bb-6aab-4e1a-98fb-6a2f8b7cc4ce.mp3,0.6633656620979309,0.6863237619400024
audio/00469.wav,audio/01899.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/79/79b067bc-c8f5-48c9-af86-dd1d591333fe.mp3,./dataset/reazonspeech_wav_out/003/ac4b1370a32bf.wav,,
audio/01369.wav,audio/00464.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/7028da22f4acf.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/78/786ed91b-8a03-47de-b9cd-d723b4974e80.mp3,,
audio/00422.wav,audio/01747.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6a/6a8b8908-2d72-490f-b53a-12c34812b5cf.mp3,./dataset/reazonspeech_wav_out/003/062103e8ebd3f.wav,,
audio/00373.wav,audio/01540.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5e/5ef9dbb9-52d3-4802-875b-793d481dce9f.mp3,./dataset/reazonspeech_wav_out/002/221a9cd43e7fe.wav,,
audio/01886.wav,audio/00201.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/9e83aa94f0d8a.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/33/336bc325-acfb-4fbc-a717-761de200343e.mp3,,
audio/00770.wav,audio/01189.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c3/c309d699-7284-439d-b025-41e5441695f0.mp3,./dataset/reazonspeech_wav_out/000/9d65ac236083e.wav,,
audio/00359.wav,audio/01171.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5b/5bd0bb55-25d2-48ab-8e52-11cf07e83d7e.mp3,./dataset/reazonspeech_wav_out/000/8a5273e461f87.wav,,
audio/01792.wav,audio/00850.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/2bc5c6ab98136.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d4b26985-fcf3-40a0-b264-1f04a5e033b5.mp3,,
audio/00231.wav,audio/01547.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3a/3a922377-dcc6-4b6e-b128-de54dbfbc5c8.mp3,./dataset/reazonspeech_wav_out/002/290f5ab546e40.wav,,
audio/01711.wav,audio/00394.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/e1ae5cb4f5355.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/64/6462b365-fa70-4bf1-9954-3d4f4cbce3a0.mp3,0.6836509704589844,0.6875704526901245
audio/01069.wav,audio/00130.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/235e235ff1b0c.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1e/1ea9e493-0d16-4faf-9520-1d7a60230f3f.mp3,,
audio/00369.wav,audio/01092.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5d/5dc0fdf3-7e8a-4a69-a23d-26d429f99d77.mp3,./dataset/reazonspeech_wav_out/000/3d8217caceb20.wav,,
audio/01031.wav,audio/01727.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ff/ff49c1a8-892c-40a0-95db-067959d78715.mp3,./dataset/reazonspeech_wav_out/002/f0c4db19202b3.wav,,
audio/01868.wav,audio/00422.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/851d3bb0f466b.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6a/6a8b8908-2d72-490f-b53a-12c34812b5cf.mp3,,
audio/00473.wav,audio/01783.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7a/7a682335-edb6-4414-bb0d-13422037b5a4.mp3,./dataset/reazonspeech_wav_out/003/2752414e02e99.wav,,
audio/01145.wav,audio/01094.wav,1.0,reazonspeech,reazonspeech,./dataset/reazonspeech_wav_out/000/725f94cc4e3b8.wav,./dataset/reazonspeech_wav_out/000/40b0b67694655.wav,0.580411434173584,0.7789071202278137
audio/01193.wav,audio/00063.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/a493af1893dfe.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0ef97561-dff1-44be-97f2-6f40a8857b3b.mp3,,
audio/01668.wav,audio/00468.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/c10c231d3d157.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/79/799e4ca6-055f-439f-8069-e147994eee64.mp3,,
audio/01334.wav,audio/00993.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/3f81295006170.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f6/f684902a-edca-405e-8a5a-8daed722d868.mp3,,
audio/01768.wav,audio/00067.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/168f115178fad.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0fd61538-45ea-428c-b018-3d32d6e970a0.mp3,,
audio/00012.wav,audio/01871.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/02/021c60dc-ac5b-4ebb-8ab8-74380f424561.mp3,./dataset/reazonspeech_wav_out/003/88a251b01ff28.wav,,
audio/00992.wav,audio/01133.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f5/f5d773cd-4194-4634-80f5-0ee8a2f6acf6.mp3,./dataset/reazonspeech_wav_out/000/63fc9a0c0db41.wav,0.6445098519325256,0.6546432971954346
audio/01474.wav,audio/00529.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/d7aa9db0fdbc8.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/87/87c71bde-302a-467b-ad18-e515b22f279e.mp3,,
audio/01130.wav,audio/00003.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/5ffa35df129bb.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/00/006dab54-21da-4709-b05b-6202d0383db6.mp3,,
audio/01587.wav,audio/00178.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/53dfae5a073d2.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2c/2cb0d9eb-1bd4-48ae-854e-b6b187e5e19e.mp3,,
audio/01963.wav,audio/00585.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/fbfc6a06040f3.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/953bb350-81a5-497e-9419-3522aedb8848.mp3,0.5678684711456299,0.6688762903213501
audio/00005.wav,audio/01168.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/01/013c3abe-19bb-42cf-b05e-de8f8c36aa25.mp3,./dataset/reazonspeech_wav_out/000/88e54eb441286.wav,0.6753727197647095,0.680362343788147
audio/01089.wav,audio/00012.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/386f2bc9e3551.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/02/021c60dc-ac5b-4ebb-8ab8-74380f424561.mp3,,
audio/01370.wav,audio/00065.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/70c338974158c.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0f77220c-a99b-4630-aae4-06cfcec0165e.mp3,0.5944010019302368,0.651707649230957
audio/01562.wav,audio/00419.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/3a07f6eb61821.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/69/699a750f-b470-440f-ba25-e3325d522aa6.mp3,,
