shuffled_id,shuffled_file,original_file,source,ref_text,cer,duration_sec,utmos
537,audio/00537.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/89/89c343b3-4456-4611-a9a9-1d0debd02763.mp3,anim400k,変却は来週の土曜日になります。,0.071,5.739,3.215821
538,audio/00538.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8a/8a195d11-db03-4e24-83a9-a87622dc6f7b.mp3,anim400k,延期になってた会合だけど,0.0,5.019,3.452947
539,audio/00539.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8a/8a721267-8f01-49b3-97f2-5bac6b4a8212.mp3,anim400k,とっておきの支度でも,0.2,4.699,3.137542
540,audio/00540.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8a/8a7ccfbd-6c0f-4667-8d4a-f08ff14878f7.mp3,anim400k,思ったよりも通貨車が多いので、ちょっとまびかせてもらいますね。 まびき?,0.226,9.439,3.149784
541,audio/00541.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8a/8a84d714-2c3d-49a1-b8ea-68a0eb577547.mp3,anim400k,我々はもう中達を忘れてもいいだろう,0.059,5.739,3.124266
542,audio/00542.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8b/8b07a662-5973-4b39-950d-7e12e5743536.mp3,anim400k,もうこれからは関与を期待することはできないでしょ,0.12,7.619,3.193337
543,audio/00543.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8b/8b9c0b81-2e54-4b05-9cd2-7ebc347e580f.mp3,anim400k,外部との交信が断絶しています,0.0,4.019,3.528141
544,audio/00544.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8b/8be16c80-0ccf-408c-9152-2ffbba5efa7f.mp3,anim400k,いくらが妥当だ そうですね 3割くらいかと,0.053,7.259,3.871666
545,audio/00545.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8c/8c0c4791-8b2d-400d-bd27-f31a0d3516cc.mp3,anim400k,おうこくによれば、アイザックは昨夜中央刑務所に潜入した,0.25,8.099,3.640396
546,audio/00546.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8c/8c58f9ad-a95e-4a23-a703-9cdda01add67.mp3,anim400k,研修は。小径に詫びたいと言っておられた。,0.278,5.259,3.633341
547,audio/00547.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8c/8cf62109-5fa2-477f-ac06-14dd3b47c8e7.mp3,anim400k,電話がかかってきた。,0.0,4.999,3.047187
548,audio/00548.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8db89911-f4dc-4865-b3da-8cc68916037f.mp3,anim400k,太陽が怖いとおっしゃった それは恐怖ではなく 威風です,0.08,7.779,3.662644
549,audio/00549.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8ddfe523-dbe0-4828-99d1-ed16baa328f6.mp3,anim400k,されたって 世界で唯一の設備が整った施設があるんです,0.25,7.299,3.172114
550,audio/00550.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8d/8def65dc-7330-4e8a-a08d-106a5ff19cd0.mp3,anim400k,……別の資格の毒でやられたんです,0.0,5.739,3.07155
551,audio/00551.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e06ceb5-f418-40d3-a9e6-7373f3fea204.mp3,anim400k,誰に言ってるんです。この。,0.182,4.339,3.544589
552,audio/00552.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e698ece-51fd-47c5-92af-2626468589e9.mp3,anim400k,そうです。21世紀警備保障のダイガード所有権は法的裏付けがあります。,0.258,7.219,3.440255
553,audio/00553.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e76754a-bc0e-4cf4-83b9-f75e042ed032.mp3,anim400k,プロボクシングのリングの厳しさした 楽しさをした,0.083,7.859,3.264359
554,audio/00554.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8e984e6b-52ac-44fc-b27c-b02d7c03de16.mp3,anim400k,システム制御の。安全管。工場長の要請。,0.125,8.119,3.436551
555,audio/00555.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8ecc8d0b-3f9a-42ab-83cd-625a251f1c8d.mp3,anim400k,その場所の正確な位置を明らかにすることはできない,0.125,7.439,3.075362
556,audio/00556.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8ed4093a-fd25-4eff-b4bb-3d60cabfd695.mp3,anim400k,その人に揺るがない人間性があれば。,0.0,4.859,3.30027
557,audio/00557.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8ed85570-16e1-473b-9bae-4c6dcb3d50de.mp3,anim400k,て正規は今後州という国家として 出発する,0.111,6.379,3.196641
558,audio/00558.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8e/8ef0bf24-f6c5-49b4-8e80-61f004a6892d.mp3,anim400k,かなり期待できそうだということが。,0.062,5.799,3.30417
559,audio/00559.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8f2621f3-289f-45f5-bc02-6a4fd03e56ef.mp3,anim400k,普段の対局にも微妙に現れる 最近の金鎖の負けを振り返ってください,0.094,8.759,3.187661
560,audio/00560.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8f44f341-94e3-4aff-bc8c-58dbb94f083c.mp3,anim400k,今日は少し気分がいいんです そう,0.071,5.959,3.425341
561,audio/00561.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8f572c8e-87da-4ca4-9ed8-948d4a300aa5.mp3,anim400k,多少近くの変動や異常気象などは起きるでしょうが,0.0,6.079,3.456399
562,audio/00562.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8f72f463-b54f-4c9d-acb6-75270b616c79.mp3,anim400k,言わない 警察救急には放送に合わせて警戒 体制を減とするよう通達した,0.25,9.319,3.282272
563,audio/00563.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/8f/8fb47e3c-b706-488a-aecd-37e85f192b9c.mp3,anim400k,水蒸気は、己を隠すためにあらす。,0.154,5.519,3.816959
564,audio/00564.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/902a7186-dc3b-4397-a2e9-b51641e9d030.mp3,anim400k,クロスセクション実験地からの撤収もまもなく終了します。,0.125,6.719,3.95617
565,audio/00565.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/90709ee8-fd0d-4bd0-b046-f332ef0bfc06.mp3,anim400k,この街も故障交通の重要拠点でしたが、 数日と持ちこたえられず、寒落しました。,0.118,9.239,3.461018
566,audio/00566.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/90d8c6e7-0987-4bc5-b176-7bd7c036dfd7.mp3,anim400k,え? 衆生、そこで暮らすことを許されます,0.125,5.879,3.299824
567,audio/00567.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/90f798bb-6aab-4e1a-98fb-6a2f8b7cc4ce.mp3,anim400k,仕事の話をしましょう。,0.0,4.739,3.807073
568,audio/00568.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/91/9195a02b-4b06-4ab7-b0bd-2d46448d33e1.mp3,anim400k,タッカー氏は資格剥奪の上、裁判にかけられる予定だったけど。,0.038,7.899,3.196619
569,audio/00569.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/92104e70-0fae-45b5-83db-4226cbac9c26.mp3,anim400k,しかし、近隣に天剣を連れた人形が出ると聞いたが……,0.217,7.359,3.028198
570,audio/00570.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/921a0b0e-0b6a-4dae-bb7b-1826efdfa8b0.mp3,anim400k,な法則だ しかしイギリスのロバートマシューズという研究者がこれに反論した,0.25,7.679,3.238248
571,audio/00571.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/9231bf2e-2163-436d-84f0-bc7a9a9e000d.mp3,anim400k,文章が整い過ぎている。,0.1,5.259,3.292422
572,audio/00572.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/9238deea-b127-481d-9587-032af1d95435.mp3,anim400k,秋の貴色は黄色 豊かな実りに色づき 神戸を垂れる麦の色,0.125,8.899,3.239825
573,audio/00573.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/929f8d2f-7635-4888-b284-8fc808806319.mp3,anim400k,今後も今回のような事件に出くわすことはあるだろう,0.217,7.439,3.493933
574,audio/00574.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/92e54935-8ffc-4243-b12d-b59cb0e06b9a.mp3,anim400k,審査を拒むようなことはないだろう 分かります,0.143,6.139,3.369946
575,audio/00575.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/93/9344e35b-d12e-4a7b-9e9f-cc8834795a98.mp3,anim400k,論文の執筆者は、デグレチャフス少佐なのですね。,0.05,9.379,3.487469
576,audio/00576.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/93/9376f1ca-8cee-469e-96a9-17782cc8c620.mp3,anim400k,不温等な発言は慎んだ方がよろしいかと,0.211,6.019,3.325849
577,audio/00577.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/93/937dc15d-fcb0-4ad0-a935-ec4c6c7549c6.mp3,anim400k,ああ、ここの常連はマルチ商法やエセ宗教などに引っかかりやすい体質のものばかり,0.057,8.939,3.171744
578,audio/00578.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/940a4226-edbc-42c7-a825-7a228f3ac271.mp3,anim400k,ね 終始をここで迎え撃ち,0.3,5.979,3.512304
579,audio/00579.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/9450a430-994e-4ffc-907a-b299008558af.mp3,anim400k,それ以外に優先させる目的など,0.0,5.779,3.456341
580,audio/00580.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/94616475-e8ae-4652-b07b-4dc1e62d64e2.mp3,anim400k,法廷にいた傍聴人たちが 噂を拡散している頃だ,0.048,7.159,3.75954
581,audio/00581.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/948ec89c-4523-4d55-b617-867b1be4bf4c.mp3,anim400k,まだよちよち歩きのさゆりもすれて 母さんと北アルプスを見に行った,0.065,7.499,3.424011
582,audio/00582.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/94f40e8b-f9b9-4d6c-889e-a519a13829ee.mp3,anim400k,先歩譲って神が居たとして、 こんな交通量が多くて年中騒がしい場所に住み着くと思うか?,0.1,8.539,3.001973
583,audio/00583.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/94/94f56744-4706-433b-b9a3-dea4f610c1d8.mp3,anim400k,と 汎用の実には強すぎる容力を,0.231,4.919,3.705918
584,audio/00584.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/95077b55-76ad-45bc-8fe1-ebffd19139a4.mp3,anim400k,ミサイルは人気のないところに落とせば 回収もそう難しいことでは,0.062,8.119,3.06773
585,audio/00585.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/953bb350-81a5-497e-9419-3522aedb8848.mp3,anim400k,それは私たちの手勢を遅くを取りだ。,0.125,5.299,3.301536
586,audio/00586.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/956a77ff-c8ae-4371-950f-1cec383c211a.mp3,anim400k,もう亡くなりました。,0.0,4.079,3.372557
587,audio/00587.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/95c6fd34-6501-41e4-8a82-ce23b25a4ce4.mp3,anim400k,僕は一人が怖かったんだ,0.273,5.339,3.376964
588,audio/00588.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/9653f9b7-9eb8-4e30-92e3-0db54f2500bb.mp3,anim400k,俺たちは宇宙創の良いだ。,0.273,5.559,3.45535
589,audio/00589.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/9693f9fb-c3f5-4592-995d-86fca2c7de26.mp3,anim400k,孫に。会いに行きました。,0.2,5.599,3.08511
590,audio/00590.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/969bea64-496b-4f6a-bad0-7970c38523d4.mp3,anim400k,明るく優しくほがらかに,0.2,4.959,3.294192
591,audio/00591.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96cf204e-8280-4509-9f49-01d9388175d7.mp3,anim400k,でもなんだかメールの感じが,0.0,5.679,3.750986
592,audio/00592.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96cfd06a-31f4-470e-93bc-f7c7b1ac440a.mp3,anim400k,昨日、シンさんからファックスが届いた。,0.25,5.379,3.468516
593,audio/00593.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96e2f8a4-59f1-4472-a5cf-263e2ef05e63.mp3,anim400k,もし結果を出せなければ 会社の仕様に傷がつく,0.095,6.219,3.102876
594,audio/00594.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96ea7b69-78a1-47ab-a489-03f805884f50.mp3,anim400k,アスダ様、勝手なことをされては困ります。,0.286,5.459,3.1353
595,audio/00595.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/97/97008f7f-1f3a-461a-a812-982a21c431cf.mp3,anim400k,ショパンエキュード作品二十五の五,0.214,6.039,3.440977
596,audio/00596.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/97/975ac657-9d0b-4435-83ff-2efd9bfd521e.mp3,anim400k,キャラクターの用紙はランダムで生成されます。よろしいですか?,0.071,8.039,3.190482
597,audio/00597.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/97/976df15a-36ba-457f-aa59-a0885227d5e9.mp3,anim400k,昨日午後11時すぎ、渋谷区のコーネリアスタワー屋上から男女5人が飛び降り,0.176,9.519,3.585895
598,audio/00598.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/97/97c71580-f85a-4dc0-839c-6bc7b7a841a8.mp3,anim400k,水上バスは。高校生の頃に。友達と何度も乗りました。,0.0,6.799,3.013639
599,audio/00599.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/97/97f5cd08-4ade-4643-b703-00de0e211403.mp3,anim400k,それはもう大勢の方にいただきました,0.0,5.539,3.187158
600,audio/00600.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/981ef5fd-c60c-47fd-9a67-9f1805be7f45.mp3,anim400k,そう 都会の喧騒もないし何より美人 が多い,0.118,7.399,3.600836
601,audio/00601.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/98291efe-9a9f-404b-9808-2aa9f53c8dc3.mp3,anim400k,この眠ろ記念館は、その後改装されたものです。 でも…,0.091,7.139,3.147349
602,audio/00602.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/983f568f-0cd4-450c-8a8d-a417f128f5d4.mp3,anim400k,戦 掴めが個人戦って毎年決まってる 賞犬,0.278,6.299,3.429678
603,audio/00603.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/98dfd742-5962-4101-9e43-bfe4528c53bc.mp3,anim400k,そしてあなたのことを市販するのも。これを最後にすると。,0.08,5.779,3.165224
604,audio/00604.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/99/99359fd6-8d5c-4d19-bb60-3df084faf853.mp3,anim400k,スタンバイできました,0.167,4.839,3.083024
605,audio/00605.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/99/9956a998-d6b9-4f7d-ba39-7a8d2c9048a6.mp3,anim400k,まあ、初期の段階で東奔軍が迅速に行動して 暴動を抑えることができました,0.097,8.619,3.601904
606,audio/00606.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/99/99f6207e-da1b-4244-a16b-2d7d362ef4bd.mp3,anim400k,ここの会社がひどい傷で書いたから。,0.125,5.119,3.248578
607,audio/00607.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9a/9ab482a0-a7c3-45f4-95b8-dfb334ff9756.mp3,anim400k,住むか。山田、ちょっとそっち持って。,0.25,4.739,3.178786
608,audio/00608.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9a/9aca44e6-30f7-452a-8f6b-78dfc7ca98cc.mp3,anim400k,ここに。ロストしか。,0.25,5.739,3.296863
609,audio/00609.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9a/9adc53da-cd38-4d30-9a07-4c87437ca300.mp3,anim400k,違う 誰もが自由に暮らせる民主主義国家を作ることが目的だ,0.08,7.679,3.36274
610,audio/00610.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9a/9af1340b-4323-41f6-a9c7-7f1f1593386d.mp3,anim400k,います 患者に負担をかけないためには速さと手の多さが重要です,0.115,7.319,3.302692
611,audio/00611.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9b/9b3ef278-7713-4c90-81a8-9b0d16c38840.mp3,anim400k,呪術師は重力で体を守ることはできても、サマシーを守ることはしてきてない。,0.182,8.179,3.405669
612,audio/00612.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9b/9b57c819-52e2-47e5-ba90-047824738c07.mp3,anim400k,発生 付近のパドカーは支給現場へ急行してください,0.2,5.719,3.346144
613,audio/00613.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9b/9b7cb7e7-442f-4484-bb51-c9b7bcb9672f.mp3,anim400k,病院に行く時間でしょ?,0.0,4.099,3.380954
614,audio/00614.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9b/9bd1df40-8df2-4673-a397-23164a7fec67.mp3,anim400k,外国でゆっくりバカンスなどいかがですか,0.0,5.739,3.555597
615,audio/00615.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9c35a38e-bea6-48d3-a0dc-ba5de6810db4.mp3,anim400k,プロダクションキー?,0.25,5.059,3.422004
616,audio/00616.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9ce27468-cef2-440a-9489-62fbed7cbbb1.mp3,anim400k,と、事前にルックな財務協より提案があった。,0.1,6.739,3.030292
617,audio/00617.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9ce7070c-2422-4702-9a8d-c7fb5e5163e7.mp3,anim400k,記者会見は私が準備しました オートローには知らせずに,0.217,7.339,3.138986
618,audio/00618.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9d/9d7a3f18-86c3-4f10-a3c1-c12bf9965a57.mp3,anim400k,実に合理的、そして誤魔化しのない言葉だった。,0.238,6.839,3.49744
619,audio/00619.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9d/9d9d6263-075a-4a26-a00e-dd4e518bc687.mp3,anim400k,現地の情報筋によると、本日未明、ベギルスタン共和国でクーデターが発生。,0.125,8.439,3.147353
620,audio/00620.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9e3b1295-d381-41ea-b530-c744eb5c014e.mp3,anim400k,定時連絡を1日3回,0.222,4.699,3.193939
621,audio/00621.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9e4d6f3f-1745-460f-9e12-ae9b41d3edd7.mp3,anim400k,漠然とした定義状態を固定も拡散もさせず前哨し続けるのか,0.074,9.019,3.41536
622,audio/00622.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9e547e0c-9b66-4b4d-960d-5ceb0c0603dc.mp3,anim400k,昔、ある漁師が水浴びをしている天にお見染めてな。,0.25,6.819,4.059086
623,audio/00623.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9e80d386-c724-4194-ab3c-bf8f548d1784.mp3,anim400k,以逸上の最高権力者、吉るばのふ大佐は、 反対勢力によって……,0.292,7.499,3.449707
624,audio/00624.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9edd17aa-2473-4a62-84c2-bdf522f9b349.mp3,anim400k,あるいは死亡した時。,0.0,3.339,3.310968
625,audio/00625.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9f/9f050dc8-6bc8-430c-bfd8-a0775d5e26ca.mp3,anim400k,2度目の無免許運転でだ,0.091,4.699,3.168452
626,audio/00626.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9f/9fa96c8d-3f16-4719-ba93-7fd08967e345.mp3,anim400k,それを面白くない上が僕の犬間に特急を利用して,0.0,6.679,3.44364
627,audio/00627.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a0/a009c03c-8299-4c3b-8535-cf55142839b3.mp3,anim400k,近日中私が死んだら息子さんがキラです,0.111,6.019,3.483249
628,audio/00628.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a0/a039c645-b378-4d21-b580-1fb4cdc8dcd2.mp3,anim400k,スクリーンに出しますか。,0.091,3.319,3.865918
629,audio/00629.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a0/a0beba74-3f38-4804-8de7-3058fa90633f.mp3,anim400k,息子さんは7時半過ぎから11時現在まで勉強しかしていない,0.107,7.099,3.248498
630,audio/00630.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a0/a0ee7a63-5526-4f95-9609-4a3e619e7c42.mp3,anim400k,今朝早々に帰りました。今回はもう自分の仕事はこれと言ってないからと。,0.0,7.999,3.620444
631,audio/00631.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a11bbc85-d7a6-40d7-85a5-71190b15231a.mp3,anim400k,おいおい、これ全部2時間で食う気か? つか、食えそうね,0.227,9.279,3.727504
632,audio/00632.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1913d7b-835d-427e-8662-ce3cb112c38e.mp3,anim400k,その違法アップ動画の 広告収入をくれぐって話ですか チカシーがこう用意している,0.229,8.599,3.44775
633,audio/00633.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1b1f540-c831-405e-8e0e-d2229e758a3a.mp3,anim400k,飯はみんなで食べたほうがうまい 寝床も患者用のベッドが空いてるから使うといい,0.105,9.399,3.153689
634,audio/00634.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1e29ba3-45dc-4474-aeed-e1830b34c4c0.mp3,anim400k,手のことだろう 根拠はあるが逮捕するだけの証拠はないということか,0.292,9.219,3.46061
635,audio/00635.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a1/a1f1cba8-7432-44c6-9da0-e54de356df87.mp3,anim400k,彼女がかつて私と共に暮らした,0.0,6.659,3.163803
636,audio/00636.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a2/a2df5d94-ca9e-4a96-894c-b6cdf8a208cb.mp3,anim400k,タミー少年の夢は 学者になることだった,0.188,5.879,3.018589
637,audio/00637.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a2/a2e0840c-f4af-4a1d-ae41-0441cd6bdfdb.mp3,anim400k,審判員たちの住所は、外部には完全に秘匿されているはずです。,0.074,7.099,3.76815
638,audio/00638.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a3/a31196cf-b628-438c-88db-6e23cdca5ee1.mp3,anim400k,さ 目で見て触れることのできる,0.077,5.099,3.382913
639,audio/00639.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a3/a3228539-7fe9-429b-b128-f750e5400aad.mp3,anim400k,ゲームに関する手続きはほとんど中でしかできないわ,0.043,5.559,3.502181
640,audio/00640.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a3/a3f687c3-817c-49d6-a7f0-634cdcb304fa.mp3,anim400k,時に人に厳しくするのも必要だ,0.0,6.039,3.352897
641,audio/00641.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a4/a4141b3a-e8c5-441f-862c-09e280f4915c.mp3,anim400k,五歳する予定だったが納期の都合で 異婚のみである,0.3,6.419,3.326019
642,audio/00642.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a4/a46fac2d-4b53-414b-8012-85901a24ad3c.mp3,anim400k,一般人を犠牲にして。,0.0,4.099,3.123499
643,audio/00643.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a4/a4acf85b-7fa9-40c1-a513-377bd788ef90.mp3,anim400k,メッシ プレゼントギフト,0.3,4.859,3.585438
644,audio/00644.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a51c81be-f8c2-4b54-beb1-5eb4ed9bcc98.mp3,anim400k,だろう 他の二人が死んでも僕に嫌がらせができて,0.222,6.499,3.581184
645,audio/00645.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a5257f1e-5aa2-499d-908e-e5d8e8a76987.mp3,anim400k,女として家をどうこういうところまでは考えていない いくらか金銭に触れる場面がないではなかったが,0.087,9.979,3.197005
646,audio/00646.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a554110e-7140-4af1-8ea5-d3256405b408.mp3,anim400k,真剣に議題として取り上げていただくまでは一歩もおのきません?,0.071,7.159,3.084535
647,audio/00647.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a572219c-975e-4ebf-b893-5e98d62d9592.mp3,anim400k,もうあれからそんなに経つんだ,0.25,4.759,3.224871
648,audio/00648.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a59e7707-861f-471e-8b55-8ff7a4ae3301.mp3,anim400k,魔球は確かに実在した,0.222,5.719,3.702942
649,audio/00649.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a5bdc703-a5fb-413d-ad3c-b4168f546ac1.mp3,anim400k,亡くなったのは練馬区在住の三谷幸さん18歳と発表されました,0.233,8.379,3.984674
650,audio/00650.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a5/a5d240c5-dbc3-4191-a5f7-95c33b903970.mp3,anim400k,その後母親が再婚。家庭に複雑な状況を抱えているようだ。,0.0,9.539,3.730122
651,audio/00651.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a606db02-f840-4034-9bd9-1ef79ac4152c.mp3,anim400k,飯も一日二回、分量もメニューも時間も決められている。,0.043,7.619,3.245512
652,audio/00652.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a617169e-9d98-4c39-80e9-af7410d5f885.mp3,anim400k,やはり西方で確認されたネーム度に間違いありません。個体称号、ラインの悪魔です。,0.229,9.559,3.064744
653,audio/00653.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a621b41f-f4c0-4dea-9f0e-ea45663996e8.mp3,anim400k,警察の誘導に従って一時避難状に移動してください,0.12,8.379,3.681346
654,audio/00654.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a661e1d5-4afa-468b-ae22-00a0ee148b23.mp3,anim400k,スタッフは一部生徒にも協力を要請するつもりです,0.0,7.099,3.128984
655,audio/00655.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a6/a696506d-0d77-4386-8913-c462670af76b.mp3,anim400k,目つき変えへんかったら怪我するで,0.25,5.639,3.311961
